"id","ref_id","technology","hierarchy","specification","structure_id","owner","remediation","remediation_specification","remediation_desc","full_name","node_code","cascade","forward_attenuator","forward_equaliser","return_attenuator","return_equaliser","ac_voltage","free_tap_ports","signal_level_code","connected_rf_combiner_code","connected_exchange_code","connected_cmts_code","object_status","NBP_flag","asset_transfer"
"000000001202159742","","COAXIAL","CXS","Cable Splice (PS500 P3)","000000000200025579","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"3NES-68-01-PBK-0012","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200413449","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0033","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025588","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-LET-0002","","COAXIAL","LET","RF_AMP_LE_FM320_39DB","000000000200413163","NBN","","","","WESS WE59-120","WESS WE59","","9","7","6","1",42.760,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0015","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200413163","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0005","","COAXIAL","TAP","RF_TAP_8_WAY_21DB","000000000200413348","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0006","","COAXIAL","TAP","RF_TAP_8_WAY_18DB","000000015001328666","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-NTR-0018","","COAXIAL","NTR","RF_TERMINATOR","000000015001328666","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-ALF-0001","","COAXIAL","ALF","RF_AMP_GNA_7DC4_3P","000000012503602153","NBN","","","","WESS WE59-118","WESS WE59","","4","C1","1","2",42.261,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0013","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503602153","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-NTR-0046","","COAXIAL","NTR","RF_TERMINATOR","000000000200178751","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0018","","COAXIAL","TAP","RF_TAP_2_WAY_11DB","000000001202060876","NBN","","","","","WESS WE59","","","","","",0.000,1,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0019","","COAXIAL","TAP","RF_TAP_2_WAY_4DB_ST","000000001202060876","NBN","","","","","WESS WE59","","","","","",0.000,0,"M","","","","CONSTRUCTED","N","Y"
"3NES-68-01-CUL-0001","","COAXIAL","CUL","RF_COUPLER_2WAY_12DB","000000012503608182","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0036","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503605235","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-CUL-0003","","COAXIAL","CUL","RF_COUPLER_2WAY_8DB","000000000200025858","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0018","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025858","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0016","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025858","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-LET-0003","","COAXIAL","LET","RF_AMP_LE_FM320_39DB","000000000200025858","NBN","","","","WESS WE59-122","WESS WE59","","13","C7","12","0",44.267,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0017","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025858","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0019","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503608350","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-NTR-0027","","COAXIAL","NTR","RF_TERMINATOR","000000015033871391","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0008","","COAXIAL","TAP","RF_TAP_8_WAY_18DB","000000015033871391","NBN","","","","","WESS WE59","","","","","",0.000,2,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-ALF-0002","","COAXIAL","ALF","RF_AMP_GNA_JUMPER_2P","000000012503608539","NBN","","","","WESS WE59-125","WESS WE59","","15","C7","11","1",43.561,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0014","","COAXIAL","TAP","RF_TAP_4_WAY_20DB","000000015030127159","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-NTR-0048","","COAXIAL","NTR","RF_TERMINATOR","000000015030127159","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0012","","COAXIAL","TAP","RF_TAP_4_WAY_20DB","000000012502236919","NBN","","","","","WESS WE59","","","","","",0.000,0,"M","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0013","","COAXIAL","TAP","RF_TAP_2_WAY_20DB","000000015030127125","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-LET-0004","","COAXIAL","LET","RF_AMP_LE_FM320_39DB","000000012503605409","NBN","","","","WESS WE59-219","WESS WE59","","11","C3","0","1",44.825,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-CUL-0006","","COAXIAL","CUL","RF_COUPLER_2WAY_12DB","000000012503605409","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0003","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200061137","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0004","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200061150","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0005","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200061160","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0006","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503607237","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-NTR-0005","","COAXIAL","NTR","RF_TERMINATOR","000000000200025894","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0002","","COAXIAL","TAP","RF_TAP_4_WAY_17DB","000000000200025894","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0001","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025896","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0002","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200025896","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-LET-0001","","COAXIAL","LET","RF_AMP_LE_FM320_39DB","000000012503605779","NBN","","","","WESS WE59-114","WESS WE59","","13","3","7","0",42.743,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0007","","COAXIAL","PBK","RF_POWER_BLOCK","000000001200088012","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0009","","COAXIAL","TAP","RF_TAP_4_WAY_8DB_ST","000000001203217405","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0024","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200086754","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0025","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503601887","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0029","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503601743","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0028","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503601843","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0031","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200298536","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-TAP-0010","","COAXIAL","TAP","RF_TAP_2_WAY_14DB","000000000200298536","NBN","","","","","WESS WE59","","","","","",0.000,0,"L","","","","CONSTRUCTED","N","Y"
"3NES-68-01-ALF-0003","","COAXIAL","ALF","RF_AMP_GNA_JUMPER_2P","000000000200349904","NBN","","","","WESS WE59-314","WESS WE59","","7","1","7","1",43.877,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0022","","COAXIAL","PBK","RF_POWER_BLOCK","000000000200349904","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PBK-0023","","COAXIAL","PBK","RF_POWER_BLOCK","000000012503606936","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-SPT-0003","","COAXIAL","SPT","RF_SPLITTER_2WAY_4DB","000000012503606936","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0446","","COAXIAL","PCD","VIRTUAL","000000015001328744","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0445","","COAXIAL","PCD","VIRTUAL","000000015001328722","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0444","","COAXIAL","PCD","VIRTUAL","000000015001328725","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0443","","COAXIAL","PCD","VIRTUAL","000000015001328731","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0436","","COAXIAL","PCD","VIRTUAL","000000015001328748","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0439","","COAXIAL","PCD","VIRTUAL","000000015001328749","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0432","","COAXIAL","PCD","VIRTUAL","000000015001328746","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1048","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1043","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1042","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1044","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1045","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1046","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1047","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1049","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0189","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1004","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0153","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1003","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0153","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1005","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0153","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1006","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0153","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1002","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0153","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1133","","COAXIAL","PCD","VIRTUAL","3NES-68-01-NEC-042","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1131","","COAXIAL","PCD","VIRTUAL","3NES-68-01-NEC-041","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1132","","COAXIAL","PCD","VIRTUAL","3NES-68-01-NEC-040","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1198","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0216","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1201","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0216","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0591","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0580","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0584","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0588","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0559","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0561","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0563","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0565","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0589","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0590","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0578","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0582","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0586","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0575","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0560","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0562","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0564","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0566","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0558","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0592","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0577","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0579","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0581","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0583","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0585","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0587","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0576","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0574","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0255","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1173","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0192","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1168","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0192","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1169","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0192","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1170","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0192","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-1171","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0193","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-1172","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0192","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0127","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-0129","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0130","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0131","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0132","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-0133","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-0134","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0155","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","EXISTING","N","Y"
"3NES-68-01-PCD-0768","","COAXIAL","PCD","VIRTUAL","000000004223847880","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"3NES-68-01-PCD-0271","","COAXIAL","PCD","VIRTUAL","3NES-68-01-VSP-0218","NBN","","","","","WESS WE59","","","","","",0.000,0,"","","","","CONSTRUCTED","N","Y"
"000000012505325090","","COAXIAL","TAP","2-way Tap (9220) - 20 dB loss","000000000200413245","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505325097","","COAXIAL","TAP","2-way Tap (9217) - 17 dB loss","000000012503602247","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505325117","","COAXIAL","TAP","2-way Tap (9214) - 14 dB loss","000000012503602253","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505324988","","COAXIAL","CUL","RF_COUPLER_2WAY_12DB","000000000200413449","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505324994","","COAXIAL","TAP","2-way Tap (9214) - 14 dB loss","000000000200413449","TELSTRA","RECOVER","","RECOVER EQUIPMENT","","","","","","","",0.000,0,"M","","","","INSERVICE","N","Y"
"000000012505325039","","COAXIAL","TAP","4-way Tap (9414) - 14 dB loss","000000000200413065","TELSTRA","","","","","WESS WE59","","","","","",0.000,1,"L","","","","INSERVICE","N","Y"
"000000012505325031","","COAXIAL","TAP","2-way Tap (9220) - 20 dB loss","000000000200413074","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505324975","","COAXIAL","ALF","RF_AMP_GNA_JUMPER_2P","000000000200025591","TELSTRA","","","","WESS WE59-104","WESS WE59","","4","C7","1","2",42.613,0,"","","","","INSERVICE","N","Y"
"000000012505325325","","COAXIAL","TAP","2-way Tap (9217) - 17 dB loss","000000012503602232","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505325307","","COAXIAL","TAP","2-way Tap (9214) - 14 dB loss","000000000200413210","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505325293","","COAXIAL","TAP","2-way Tap (9214) - 14 dB loss","000000000200413212","TELSTRA","","","","","WESS WE59","","","","","",0.000,1,"L","","","","INSERVICE","N","Y"
"000000012505321265","","COAXIAL","CUL","2-way Coupler (9-TFC-12) - 12 dB loss","000000000200025590","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505342074","","COAXIAL","CUL","2-way Coupler (9-TFC-8) - 8 dB loss","000000012503602232","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505326063","","COAXIAL","TAP","4-way Tap (9411) - 11 dB loss","000000012503602907","TELSTRA","","","","","WESS WE59","","","","","",0.000,1,"L","","","","INSERVICE","N","Y"
"000000012505321313","","COAXIAL","SPT","2-way Splitter (9-TFC-4)","000000012503602907","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505326397","","COAXIAL","TAP","2-way Tap (9211) - 11 dB loss","000000000200160478","TELSTRA","","","","","WESS WE59","","","","","",0.000,1,"L","","","","INSERVICE","N","Y"
"000000015025603278","","COAXIAL","CXS","Cable Splice (PS500 P3)","000000000200160230","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505326072","","COAXIAL","TAP","8-way self terminating Tap (9812) - 12 dB loss","000000000200160230","TELSTRA","","","","","WESS WE59","","","","","",0.000,1,"M","","","","INSERVICE","N","Y"
"000000012505326407","","COAXIAL","TAP","2-way self terminating Tap (9204) - 4 dB loss","000000012503608884","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505326409","","COAXIAL","IEQ","In-Line Equalizer - 11 dB Loss","000000012503608884","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
"000000012505326143","","COAXIAL","TAP","4-way Tap (9423) - 23 dB loss","000000000200160261","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"L","","","","INSERVICE","N","Y"
"000000012505326106","","COAXIAL","LET","Underground Line Extender (24V)","000000012503608834","TELSTRA","","","","WESS WE59-202","WESS WE59","","0","11","","",46.452,0,"","","","","INSERVICE","N","Y"
"000000012505326082","","COAXIAL","CUL","2-way Coupler (9-TFC-8) - 8 dB loss","000000012503608834","TELSTRA","","","","","WESS WE59","","","","","",0.000,0,"","","","","INSERVICE","N","Y"
