"id","ref_id","additional_id","segment_number","technology","hierarchy","length","specification","start_equipment_id","end_equipment_id","core_count","designation","start_structure_id","end_structure_id","object_status","owner","placement_type","start_equipment_port_id","end_equipment_port_id","remediation","remediation_specification","remediation_desc","leadin_cable_transfer","asset_transfer"
"3NES-68-01-HDL-0045","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505324988","3NES-68-01-PBK-0012",0,"","000000000200413449","000000000200413449","CONSTRUCTED","NBN","Underground - Underground","3257762","3NES-68-01-EPP-0746","","","","N","Y"
"3NES-68-01-HDL-0062","","",1,"COAXIAL","HDL",6.8,"CX_50_UG_277_PE","000000012505325264","3NES-68-01-LET-0002",0,"","000000000200413213","000000000200413163","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0935","3NES-68-01-EPP-0936","","","","N","Y"
"3NES-68-01-HDL-0063","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-LET-0002","3NES-68-01-TAP-0058",0,"","000000000200413163","000000000200413163","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0937","3NES-68-01-EPP-2700","","","","N","Y"
"3NES-68-01-SDS-0432","","",1,"COAXIAL","SDS",20.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0432",0,"","000000015001328666","000000015001328746","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0433","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0433",0,"","000000015001328666","000000015001328743","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0434","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0434",0,"","000000015001328666","000000015001328742","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0435","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0435",0,"","000000015001328666","000000015001328741","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0436","","",1,"COAXIAL","SDS",20.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0436",0,"","000000015001328666","000000015001328748","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0437","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0437",0,"","000000015001328666","000000015001328747","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0438","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0438",0,"","000000015001328666","000000015001328738","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0050","","",1,"COAXIAL","HDL",18.8,"CX_50_UG_277_PE","3NES-68-01-TAP-0005","3NES-68-01-TAP-0006",0,"","000000000200413348","000000015001328666","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0794","3NES-68-01-EPP-0795","","","","N","Y"
"3NES-68-01-SDS-0440","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0440",0,"","000000000200413348","000000015001328714","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0441","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0441",0,"","000000000200413348","000000015001328716","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0442","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0442",0,"","000000000200413348","000000015001328727","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0443","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0443",0,"","000000000200413348","000000015001328731","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0444","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0444",0,"","000000000200413348","000000015001328725","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0445","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0445",0,"","000000000200413348","000000015001328722","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0446","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0446",0,"","000000000200413348","000000015001328744","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0439","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0006","3NES-68-01-PCD-0439",0,"","000000015001328666","000000015001328749","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0128","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505321459","3NES-68-01-PBK-0033",0,"","000000000200025588","000000000200025588","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-3469","3NES-68-01-EPP-1794","","","","N","Y"
"3NES-68-01-HDL-0051","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0006","3NES-68-01-NTR-0018",0,"","000000015001328666","000000015001328666","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0812","3NES-68-01-EPP-0813","","","","N","Y"
"3NES-68-01-SDS-0740","","",1,"COAXIAL","SDS",20.0,"CX_RG6_UG_105_PVC","000000012505347064","3NES-68-01-PCD-0740",0,"","000000000200086361","3NES-68-01-NEC-109","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0741","","",1,"COAXIAL","SDS",30.0,"CX_RG6_UG_105_PVC","000000012505347064","3NES-68-01-PCD-0741",0,"","000000000200086361","3NES-68-01-NEC-123","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0362","","",1,"COAXIAL","SDS",13.0,"CX_RG6_UG_105_PVC","000000001202164759","3NES-68-01-PCD-0362",0,"","000000001202161723","000000000200052496","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0048","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-ALF-0001","N-00000000898712",0,"","000000012503602153","000000012503602153","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0790","3NES-68-01-EPP-2863","","","","N","Y"
"3NES-68-01-HDL-0049","","",1,"COAXIAL","HDL",9.7,"CX_50_UG_277_PE","N-00000000898712","3NES-68-01-TAP-0005",0,"","000000012503602153","000000000200413348","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-2864","3NES-68-01-EPP-0793","","","","N","Y"
"3NES-68-01-HDL-0054","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-ALF-0001","3NES-68-01-PBK-0013",0,"","000000012503602153","000000012503602153","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0846","3NES-68-01-EPP-0847","","","","N","Y"
"3NES-68-01-HDL-0024","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505334632","3NES-68-01-LET-0001",0,"","000000012503605779","000000012503605779","CONSTRUCTED","NBN","Underground - Underground","3263862","3NES-68-01-EPP-0408","","","","N","Y"
"3NES-68-01-SDS-0594","","",1,"COAXIAL","SDS",26.9,"CX_RG6_UG_105_PVC","000000012505330396","3NES-68-01-PCD-0594",0,"","000000000200041370","000000000200112078","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0595","","",1,"COAXIAL","SDS",26.1,"CX_RG6_UG_105_PVC","000000012505330303","3NES-68-01-PCD-0595",0,"","000000012503608333","000000001204195331","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0078","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505330303","000000012505330330",0,"","000000012503608333","000000012503608333","CONSTRUCTED","NBN","Underground - Underground","3256620","3256625","","","","N","Y"
"3NES-68-01-SDS-0398","","",1,"COAXIAL","SDS",20.0,"CX_RG6IM_A_105_PVC","000000012505329044","3NES-68-01-PCD-0398",0,"","000000012503606479","000000015017067867","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0447","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0005","3NES-68-01-PCD-0447",0,"","000000000200413348","000000015001328713","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0448","","",1,"COAXIAL","SDS",33.2,"CX_RG6_UG_105_PVC","000000012505324693","3NES-68-01-PCD-0448",0,"","000000000200413129","000000015008453025","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0449","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","N-00000000898712","3NES-68-01-PCD-0449",0,"","000000012503602153","000000015004452889","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0450","","",1,"COAXIAL","SDS",16.9,"CX_RG6_UG_105_PVC","N-00000000898712","3NES-68-01-PCD-0450",0,"","000000012503602153","000000015008452993","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0451","","",1,"COAXIAL","SDS",21.0,"CX_RG6_UG_105_PVC","N-00000000898712","3NES-68-01-PCD-0451",0,"","000000012503602153","000000015017079541","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0452","","",1,"COAXIAL","SDS",23.5,"CX_RG6_UG_105_PVC","N-00000000898712","3NES-68-01-PCD-0452",0,"","000000012503602153","000000015001797477","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0453","","",1,"COAXIAL","SDS",19.3,"CX_RG6_UG_105_PVC","N-00000000898712","3NES-68-01-PCD-0453",0,"","000000012503602153","000000015013954406","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0071","","",1,"COAXIAL","HDL",25.0,"CX_50_UG_277_PE","3NES-68-01-PBK-0017","3NES-68-00-GTD-0035",0,"","000000000200025858","000000015016793743","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0989","","","","","N","Y"
"3NES-68-01-HDL-0068","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-SPT-0008","3NES-68-01-PBK-0016",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-2879","3NES-68-01-EPP-0964","","","","N","Y"
"3NES-68-01-SDS-1050","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","000000012505355037","3NES-68-01-PCD-1050",0,"","000000012503609021","000000001204032115","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1051","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","000000012505355037","3NES-68-01-PCD-1051",0,"","000000012503609021","000000001204032114","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1052","","",1,"COAXIAL","SDS",8.4,"CX_RG6_UG_105_PVC","000000012505355037","3NES-68-01-PCD-1052",0,"","000000012503609021","000000001204463642","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1189","","",1,"COAXIAL","SDS",27.7,"CX_RG6_UG_105_PVC","000000012505327022","3NES-68-01-PCD-1189",0,"","000000012503605239","3NES-68-01-NEC-050","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0140","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-CUL-0006","3NES-68-01-LET-0004",0,"","000000012503605409","000000012503605409","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1972","3NES-68-01-EPP-1973","","","","N","Y"
"3NES-68-01-HDL-0141","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-LET-0004","000000012505327209",0,"","000000012503605409","000000012503605409","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1974","3256241","","","","N","Y"
"3NES-68-01-HDL-0159","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-CUL-0012","000000012505327049",0,"","000000012503605235","000000012503605235","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-3216","3256189","","","","N","Y"
"3NES-68-01-HDL-0160","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505327049","3NES-68-01-PBK-0036",0,"","000000012503605235","000000012503605235","CONSTRUCTED","NBN","Underground - Underground","3256190","3NES-68-01-EPP-2197","","","","N","Y"
"3NES-68-01-HDL-0143","","",1,"COAXIAL","HDL",10.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0012","3NES-68-01-TAP-0013",0,"","000000012502236919","000000015030127125","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1977","3NES-68-01-EPP-1978","","","","N","Y"
"3NES-68-01-HDL-0144","","",1,"COAXIAL","HDL",21.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0013","3NES-68-01-TAP-0014",0,"","000000015030127125","000000015030127159","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1979","3NES-68-01-EPP-1980","","","","N","Y"
"3NES-68-01-SDS-1093","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0013","3NES-68-01-PCD-1093",0,"","000000015030127125","000000015030127126","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1094","","",1,"COAXIAL","SDS",5.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0013","3NES-68-01-PCD-1094",0,"","000000015030127125","000000015030127146","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1089","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0014","3NES-68-01-PCD-1089",0,"","000000015030127159","000000015030127161","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1090","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0014","3NES-68-01-PCD-1090",0,"","000000015030127159","000000015030127169","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1091","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0014","3NES-68-01-PCD-1091",0,"","000000015030127159","000000015030127175","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-1092","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0014","3NES-68-01-PCD-1092",0,"","000000015030127159","000000015030127178","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0070","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-SPT-0008","3NES-68-01-PBK-0017",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-2880","3NES-68-01-EPP-0988","","","","N","Y"
"3NES-68-01-HDL-0066","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505330938","3NES-68-01-LET-0003",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","4187067","3NES-68-01-EPP-0960","","","","N","Y"
"3NES-68-01-HDL-0067","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-LET-0003","3NES-68-01-SPT-0008",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0961","3NES-68-01-EPP-2878","","","","N","Y"
"3NES-68-01-HDL-0145","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0014","3NES-68-01-NTR-0048",0,"","000000015030127159","000000015030127159","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1989","3NES-68-01-EPP-1990","","","","N","Y"
"3NES-68-01-HDL-0142","","",1,"COAXIAL","HDL",19.5,"CX_50_UG_277_PE","000000012505327209","3NES-68-01-TAP-0012",0,"","000000012503605409","000000012502236919","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1975","3NES-68-01-EPP-1976","","","","N","Y"
"3NES-68-01-HDL-0065","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-CUL-0003","000000012505330938",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0959","4187066","","","","N","Y"
"3NES-68-01-HDL-0072","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-CUL-0003","3NES-68-01-PBK-0018",0,"","000000000200025858","000000000200025858","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1009","3NES-68-01-EPP-1010","","","","N","Y"
"3NES-68-01-SDS-0840","","",1,"COAXIAL","SDS",17.7,"CX_RG6_UG_105_PVC","000000001202159594","3NES-68-01-PCD-0840",0,"","000000001202159587","3NES-68-01-NEC-160","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0841","","",1,"COAXIAL","SDS",42.7,"CX_RG6_UG_105_PVC","000000001202159592","3NES-68-01-PCD-0841",0,"","000000000200302110","3NES-68-01-NEC-163","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0079","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505330330","000000012505330369",0,"","000000012503608333","000000012503608333","CONSTRUCTED","NBN","Underground - Underground","3256626","3256632","","","","N","Y"
"3NES-68-01-SDS-0352","","",1,"COAXIAL","SDS",24.9,"CX_RG6_UG_105_PVC","000000012505328804","3NES-68-01-PCD-0352",0,"","000000001203800784","3NES-68-01-NEC-134","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0077","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0008","3NES-68-01-NTR-0027",0,"","000000015033871391","000000015033871391","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-1069","3NES-68-01-EPP-1070","","","","N","Y"
"3NES-68-01-SDS-0643","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","000000012505330887","3NES-68-01-PCD-0643",0,"","000000000200041578","000000000200050221","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0602","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0602",0,"","000000015033871391","000000015033871406","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0603","","",1,"COAXIAL","SDS",20.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0603",0,"","000000015033871391","000000015033871407","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0604","","",1,"COAXIAL","SDS",15.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0604",0,"","000000015033871391","000000015033871410","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0605","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0605",0,"","000000015033871391","000000015033871411","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0606","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0606",0,"","000000015033871391","000000015033871412","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0607","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0008","3NES-68-01-PCD-0607",0,"","000000015033871391","000000015033871413","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0076","","",1,"COAXIAL","HDL",50.3,"CX_50_UG_277_PE","3NES-68-01-SPT-0010","3NES-68-01-TAP-0008",0,"","000000012503608350","000000015033871391","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-3053","3NES-68-01-EPP-1068","","","","N","Y"
"3NES-68-01-SDS-0103","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","000000012505337098","3NES-68-01-PCD-0103",0,"","000000000200061137","000000000200061761","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0185","","",1,"COAXIAL","SDS",21.2,"CX_RG6_UG_105_PVC","000000012505338323","3NES-68-01-PCD-0185",0,"","000000001202978603","3NES-68-01-NEC-051","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0082","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","000000001202165209","3NES-68-01-PCD-0082",0,"","000000001202161778","000000000200070872","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0083","","",1,"COAXIAL","SDS",23.5,"CX_RG6_UG_105_PVC","000000001202165209","3NES-68-01-PCD-0083",0,"","000000001202161778","000000000200061362","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0097","","",1,"COAXIAL","SDS",12.0,"CX_RG6_UG_105_PVC","000000001202165213","3NES-68-01-PCD-0097",0,"","000000001202161792","000000000200061389","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0098","","",1,"COAXIAL","SDS",12.0,"CX_RG6_UG_105_PVC","000000001202165213","3NES-68-01-PCD-0098",0,"","000000001202161792","000000000200061383","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0099","","",1,"COAXIAL","SDS",12.0,"CX_RG6_UG_105_PVC","000000001202165213","3NES-68-01-PCD-0099",0,"","000000001202161792","000000000200061373","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0013","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505337112","000000012505337098",0,"","000000000200061137","000000000200061137","CONSTRUCTED","NBN","Underground - Underground","3264101","3264094","","","","N","Y"
"3NES-68-01-HDL-0014","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505337098","3NES-68-01-PBK-0003",0,"","000000000200061137","000000000200061137","CONSTRUCTED","NBN","Underground - Underground","3264095","3NES-68-01-EPP-0187","","","","N","Y"
"3NES-68-01-HDL-0082","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505346056","000000012505345954",0,"","000000012503606832","000000012503606832","CONSTRUCTED","NBN","Underground - Underground","3263445","3259144","","","","N","Y"
"3NES-68-01-HDL-0083","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505345954","000000012505346000",0,"","000000012503606832","000000012503606832","CONSTRUCTED","NBN","Underground - Underground","3259145","3263440","","","","N","Y"
"3NES-68-01-SDS-0076","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0002","3NES-68-01-PCD-0076",0,"","000000000200025894","000000015003292375","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0077","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0002","3NES-68-01-PCD-0077",0,"","000000000200025894","000000015003292380","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0078","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0002","3NES-68-01-PCD-0078",0,"","000000000200025894","000000015003292382","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0079","","",1,"COAXIAL","SDS",25.0,"CX_RG6_UG_105_PVC","3NES-68-01-TAP-0002","3NES-68-01-PCD-0079",0,"","000000000200025894","000000015003292386","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0233","","",1,"COAXIAL","SDS",36.0,"CX_RG6_UG_105_PVC","000000012505343873","3NES-68-01-PCD-0233",0,"","000000001200064236","000000001203431182","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-HDL-0022","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505344249","3NES-68-01-PBK-0006",0,"","000000012503607237","000000012503607237","CONSTRUCTED","NBN","Underground - Underground","3259078","3NES-68-01-EPP-0379","","","","N","Y"
"3NES-68-01-HDL-0011","","",1,"COAXIAL","HDL",15.7,"CX_50_UG_277_PE","000000012505321736","3NES-68-01-TAP-0002",0,"","000000000200025891","000000000200025894","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0139","3NES-68-01-EPP-0140","","","","N","Y"
"3NES-68-01-HDL-0012","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","3NES-68-01-TAP-0002","3NES-68-01-NTR-0005",0,"","000000000200025894","000000000200025894","CONSTRUCTED","NBN","Underground - Underground","3NES-68-01-EPP-0149","3NES-68-01-EPP-0150","","","","N","Y"
"3NES-68-01-HDL-0003","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505320670","3NES-68-01-PBK-0002",0,"","000000000200025896","000000000200025896","CONSTRUCTED","NBN","Underground - Underground","4188223","3NES-68-01-EPP-0032","","","","N","Y"
"3NES-68-01-HDL-0001","","",1,"COAXIAL","HDL",0.0,"CX_50_UG_277_PE","000000012505344467","3NES-68-01-PBK-0001",0,"","000000000200025896","000000000200025896","CONSTRUCTED","NBN","Underground - Underground","3259085","3NES-68-01-EPP-0023","","","","N","Y"
"3NES-68-01-SDS-0653","","",1,"COAXIAL","SDS",10.0,"CX_RG6_UG_105_PVC","000000012505349356","3NES-68-01-PCD-0653",0,"","000000012503601278","000000000200298352","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0282","","",1,"COAXIAL","SDS",31.0,"CX_RG6_UG_105_PVC","000000012505333241","3NES-68-01-PCD-0282",0,"","000000000200365402","000000000200371613","EXISTING","TELSTRA","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0283","","",1,"COAXIAL","SDS",35.0,"CX_RG6_UG_105_PVC","000000012505333241","3NES-68-01-PCD-0283",0,"","000000000200365402","000000015000839104","PLANNED","NBN","Virtual","","","","","","N","Y"
"3NES-68-01-SDS-0295","","",1,"COAXIAL","SDS",20.0,"CX_RG6_UG_105_PVC","000000012505333554","3NES-68-01-PCD-0295",0,"","000000012503605773","3NES-68-01-NEC-159","CONSTRUCTED","NBN","Virtual","","","","","","N","Y"
