"cable_id","segment_number","route_id","duct_id"
"3NES-68-01-SDS-0606",1,"000000015005380478","000000015033871445"
"3NES-68-01-SDS-0607",1,"000000015005380479","000000015033871446"
"3NES-68-01-SDS-0643",1,"000000000200009982","000000000200050532"
"3NES-68-01-HDL-0071",1,"000000015004145000","000000015017399304"
"3NES-68-01-HDL-0050",1,"000000015000259577","000000015001328694"
"3NES-68-01-SDS-0447",1,"000000015000259606","000000015001328893"
"3NES-68-01-SDS-0440",1,"000000015000259608","000000015001328907"
"3NES-68-01-SDS-0441",1,"000000015000259609","000000015001328916"
"3NES-68-01-SDS-0442",1,"000000015000259620","000000015001328931"
"3NES-68-01-SDS-0443",1,"000000015000259619","000000015001328927"
"3NES-68-01-SDS-0444",1,"000000015000259618","000000015001328922"
"3NES-68-01-SDS-0445",1,"000000015000259613","000000015001328920"
"3NES-68-01-SDS-0446",1,"000000015000259635","000000015001329011"
"3NES-68-01-SDS-0446",1,"000000015000259577","000000015001328694"
"3NES-68-01-SDS-0439",1,"000000015000259641","000000015001329032"
"3NES-68-01-SDS-0438",1,"000000015000259621","000000015001328935"
"3NES-68-01-SDS-0437",1,"000000015000259638","000000015001329020"
"3NES-68-01-SDS-0432",1,"000000015000259636","000000015001329015"
"3NES-68-01-SDS-0433",1,"000000015000259633","000000015001329007"
"3NES-68-01-SDS-0434",1,"000000015000259624","000000015001328950"
"3NES-68-01-SDS-0435",1,"000000015000259622","000000015001328940"
"3NES-68-01-SDS-0436",1,"000000015000259639","000000015001329028"
"3NES-68-01-SDS-0448",1,"000000015001604355","000000015008453026"
"3NES-68-01-SDS-0449",1,"000000015000891877","000000015004452891"
"3NES-68-01-SDS-0450",1,"000000015002401920","000000015011259359"
"3NES-68-01-SDS-0451",1,"000000015004057391","000000015017079542"
"3NES-68-01-SDS-0451",1,"000000015000352577","000000015001797662"
"3NES-68-01-SDS-0452",1,"000000015000352575","000000015001797663"
"3NES-68-01-SDS-0452",1,"000000015000352577","000000015001797662"
"3NES-68-01-SDS-0453",1,"000000015003268318","000000015013954412"
"3NES-68-01-HDL-0062",1,"000000000200098886","000000000200413548"
"3NES-68-01-SDS-1081",1,"000000000200042727","000000000200187622"
"3NES-68-01-SDS-1025",1,"000000000200042652","000000000200187226"
"3NES-68-01-SDS-1025",1,"000000000200041410","000000000200181412"
"3NES-68-01-SDS-1050",1,"000000001202383227","000000001204032124"
"3NES-68-01-SDS-1051",1,"000000001202383226","000000001204032121"
"3NES-68-01-SDS-1052",1,"000000001202383225","000000001204032119"
"3NES-68-01-SDS-1103",1,"000000000200096493","000000000200401993"
"3NES-68-01-SDS-1128",1,"000000015004999890","000000015029511540"
"3NES-68-01-SDS-1129",1,"000000015004999888","000000015029511531"
"3NES-68-01-SDS-0959",1,"000000000200038260","000000000200167979"
"3NES-68-01-SDS-0961",1,"000000000200038260","000000000200167979"
"3NES-68-01-SDS-0978",1,"000000000200038261","000000000200167986"
"3NES-68-01-SDS-0941",1,"000000015004764193","000000015023087008"
"3NES-68-01-SDS-0941",1,"000000000200036529","000000000200160760"
"3NES-68-01-SDS-1030",1,"000000000200041663","000000000200182577"
"3NES-68-01-SDS-1030",1,"000000000200041398","000000000200181374"
"3NES-68-01-HDL-0151",1,"000000015006338914","000000015044348121"
"3NES-68-01-HDL-0151",1,"000000015006338913","000000015044348122"
"3NES-68-01-HDL-0151",1,"000000000204282576","000000012503605564"
"3NES-68-01-SDS-1138",1,"000000001202010673","000000001202060871"
"3NES-68-01-HDL-0154",1,"000000001202010650","000000001202060641"
"3NES-68-01-HDL-0154",1,"000000000200096595","000000000200402469"
"3NES-68-01-SDS-1137",1,"000000001202010653","000000001202060665"
"3NES-68-01-SDS-1139",1,"000000001202010672","000000001202060868"
"3NES-68-01-SDS-1189",1,"000000000200099932","000000000200417908"
"3NES-68-01-HDL-0142",1,"000000000204164635","000000012502236922"
"3NES-68-01-HDL-0143",1,"000000015005341520","000000015033616676"
"3NES-68-01-HDL-0143",1,"000000015005341537","000000015033616730"
"3NES-68-01-HDL-0144",1,"000000015005047661","000000015030127191"
"3NES-68-01-SDS-1095",1,"000000004203959152","000000004223837535"
"3NES-68-01-SDS-1093",1,"000000015005047647","000000015030127128"
"3NES-68-01-SDS-1094",1,"000000015005047651","000000015030127147"
"3NES-68-01-SDS-1089",1,"000000015005047653","000000015030127162"
"3NES-68-01-SDS-1090",1,"000000015005047655","000000015030127170"
"3NES-68-01-SDS-1091",1,"000000015005047658","000000015030127176"
"3NES-68-01-SDS-1092",1,"000000015005047659","000000015030127180"
"3NES-68-01-SDS-1096",1,"000000004203959052","000000004223836982"
"3NES-68-01-SDS-1096",1,"000000000204164636","000000012502236949"
"3NES-68-01-SDS-1097",1,"000000004203959121","000000004223837352"
"3NES-68-01-SDS-1097",1,"000000000204164636","000000012502236949"
"3NES-68-01-SDS-1098",1,"000000004203959087","000000004223837167"
"3NES-68-01-SDS-1098",1,"000000000204164636","000000012502236949"
"3NES-68-01-HDL-0007",1,"000000001202051479","000000001202268075"
"3NES-68-01-SDS-0043",1,"000000004203952821","000000004223801349"
"3NES-68-01-SDS-0044",1,"000000004203952851","000000004223801514"
"3NES-68-01-SDS-0045",1,"000000015005051589","000000015030213890"
"3NES-68-01-SDS-1102",1,"000000000200096489","000000000200401981"
"3NES-68-01-HDL-0049",1,"000000000200098979","000000000200413911"
"3NES-68-01-SDS-0050",1,"000000000200095732","000000000200398756"
"3NES-68-01-SDS-0050",1,"000000000204150340","000000012502069357"
"3NES-68-01-SDS-0398",1,"000000000200010695","000000000200052575"
"3NES-68-01-SDS-0905",1,"000000000200079025","000000000200326175"
"3NES-68-01-SDS-0905",1,"000000000200074938","000000000200304495"
"3NES-68-01-SDS-0905",1,"000000000200075638","000000000200308962"
"000000012505326575",1,"000000000200038268","000000000200168020"
"000000012505326575",1,"000000000200038265","000000000200168013"
"000000012505326523",1,"000000000200036548","000000000200160812"
"000000012505326541",1,"000000000200036554","000000000200160821"
"000000012505326556",1,"000000000200038264","000000000200168005"
"000000012505355567",1,"000000000204282985","000000012503609340"
"000000012505355644",1,"000000000204282960","000000012503609162"
"000000012505354428",1,"000000000200041619","000000000200182335"
"000000012505354428",1,"000000000200041620","000000000200182342"
"000000012505354275",1,"000000000200041559","000000000200182088"
"000000012505355644",1,"000000000200041414","000000000200181424"
"000000012505354478",1,"000000000200041629","000000000200182373"
"000000012505355659",1,"000000000204282957","000000012503609148"
"000000012505355669",1,"000000000200041416","000000000200181427"
"000000012505355708",1,"000000000200041423","000000000200181446"
"000000012505354256",1,"000000000200041546","000000000200182006"
"000000012505354304",1,"000000000200041564","000000000200182110"
"000000012505354304",1,"000000000200041562","000000000200182102"
"000000012505365227",1,"000000000200042808","000000000200187839"
"000000015019284060",1,"000000000200042808","000000000200187839"
"000000012505328103",1,"000000000200096580","000000000200402384"
"000000012505328287",1,"000000015005175720","000000015032550559"
"000000012505328103",1,"000000000200096579","000000000200402378"
"000000012505328287",1,"000000015005177610","000000015032357498"
"000000012505328287",1,"000000015005177611","000000015032357497"
"000000012505328157",1,"000000000200096603","000000000200402527"
"000000012505328023",1,"000000000200096577","000000000200402372"
"000000012505328214",1,"000000000200096577","000000000200402372"
"000000012505326665",1,"000000000200038274","000000000200168043"
"000000012505326682",1,"000000000204282912","000000012503608692"
"000000012505326682",1,"000000000200038277","000000000200168049"
"000000012505355812",1,"000000000200041439","000000000200181500"
"000000012505328344",1,"000000000204282567","000000012503605531"
"000000012505326607",1,"000000000200038270","000000000200168025"
"000000012505326592",1,"000000000204282916","000000012503608812"
"000000012505326592",1,"000000015000138028","000000012503608812"
"000000012505355708",1,"000000000200041426","000000000200181467"
"000000012505354478",1,"000000000200041630","000000000200182375"
"000000012505354493",1,"000000000200041631","000000000200182377"
"000000012505355789",1,"000000000200041433","000000000200181479"
"000000012505355731",1,"000000000204282956","000000012503609137"
"000000012505355789",1,"000000000204282953","000000012503609118"
"000000012505354508",1,"000000000200041633","000000000200182386"
"000000012505355799",1,"000000000200041434","000000000200181486"
"000000012505355812",1,"000000000200041438","000000000200181497"
"000000012505354497",1,"000000000200041632","000000000200182382"
"000000012505355739",1,"000000000200041432","000000000200181475"
"000000012505328315",1,"000000000204282561","000000012503605514"
"000000012505328287",1,"000000000200096582","000000000200402396"
"000000012505328296",1,"000000001202010679","000000001202060924"
"000000012505328308",1,"000000000204282578","000000012503605582"
"000000012505328296",1,"000000000200096599","000000000200402504"
"000000015025603437",1,"000000015004764191","000000015023086978"
"000000012505326493",1,"000000000200036529","000000000200160760"
"000000015025603437",1,"000000000200036529","000000000200160760"
"000000012505325931",1,"000000000200098851","000000000200413421"
"000000012505325942",1,"000000000200098856","000000000200413432"
"000000012505325914",1,"000000000200098869","000000000200413503"
"000000012505325925",1,"000000000200098849","000000000200413415"
"000000012505325908",1,"000000000200098868","000000000200413500"
"000000012505325925",1,"000000000200098848","000000000200413409"
"000000012505325527",1,"000000000200098911","000000000200413629"
"000000015006455703",1,"000000000204282104","000000012503602109"
"000000012505325893-1",1,"000000000200098866","000000000200413487"
"000000012505325922",1,"000000000200098847","000000000200413402"
"000000015025603564",1,"000000000200036525","000000000200160743"
"000000012505326418",1,"000000000200036498","000000000200160642"
"000000015006456258",1,"000000000200036476","000000000200160549"
"000000015006456258",1,"000000000200036491","000000000200160627"
"000000012505326493",1,"000000015004764191","000000015023086978"
"000000015006456243",1,"000000000200109198","000000000200462827"
"000000012505326424",1,"000000000200036521","000000000200160725"
"000000001202159637",1,"000000000200098845","000000000200413399"
"000000001202159637",1,"000000000200098940","000000000200463110"
"000000001202159637",1,"000000000200098842","000000000200413393"
"000000012505325936",1,"000000000200098853","000000000200413427"
"000000012505325527",1,"000000000204282108","000000012503602133"
"000000015006455712",1,"000000000204282106","000000012503602122"
"000000015006455712",1,"000000000204282101","000000012503602093"
"000000015006455712",1,"000000000200098929","000000000200413687"
"000000015006455704",1,"000000000204282108","000000012503602133"
"000000012505325601",1,"000000000200098932","000000000200413692"
"000000012505331380",1,"000000000200007199","000000000200041844"
"000000012505329077",1,"000000000200013272","000000000200059619"
"000000012505328874",1,"000000001202342250","000000001203800780"
"000000012505343000",1,"000000000200090079","000000000200372340"
"000000012505328910",1,"000000000200013363","000000000200059890"
"000000015006464915",1,"000000000200076108","000000000200311156"
"000000012505341204",1,"000000000200076102","000000000200311132"
"000000001202159600",1,"000000000200076103","000000000200311140"
"000000012505341204",1,"000000000200076101","000000000200311129"
"000000012505342961",1,"000000000204282641","000000012503606103"
"000000012505342961",1,"000000000204282634","000000012503606033"
"000000012505343011",1,"000000000200090076","000000000200372332"
"000000012505341181",1,"000000000200076085","000000000200311023"
"000000012505341197",1,"000000000200076097","000000000200311099"
"000000012505341197",1,"000000000200076100","000000000200311106"
"000000012505343021",1,"000000000200090085","000000000200372351"
"000000012505343031",1,"000000000204282624","000000012503606004"
"000000012505343021",1,"000000000200090082","000000000200372346"
"000000012505343038",1,"000000000200090086","000000000200372357"
"000000012505341997",1,"000000000200076138","000000000200311315"
"000000012505350810",1,"000000000204282011","000000012503601722"
"000000012505340881",1,"000000000200076140","000000000200311323"
"000000012505350834",1,"000000000200075958","000000000200310396"
"000000012505341053",1,"000000000204282042","000000012503601854"
"000000012505350810",1,"000000000200075923","000000000200310244"
"000000012505340910",1,"000000000204282026","000000012503601784"
"000000012505341972",1,"000000000200075908","000000000200310144"
"000000012505340881",1,"000000000204282020","000000012503601744"
"000000012505353587",1,"000000000204281898","000000012503600951"
"000000015014312781",1,"000000000200075714","000000000200309482"
"000000012505342930",1,"000000000204282637","000000012503606066"
"000000012505342912",1,"000000000200090065","000000000200372279"
"000000012505342907",1,"000000000200090064","000000000200372273"
"000000012505340726",1,"000000000200077595","000000000200319543"
"000000012505341960",1,"000000000200075902","000000000200310117"
"000000012505341933",1,"000000000200075901","000000000200310109"
"000000012505340798",1,"000000000200076136","000000000200311297"
"000000012505322440",1,"000000000200075890","000000000200310045"
"000000012505350146",1,"000000000200075896","000000000200310081"
"000000012505322440",1,"000000000200075896","000000000200310081"
"000000012505322390",1,"000000000200107620","000000000200455345"
"000000015006464720",1,"000000000200075752","000000000200309634"
"000000015006464725",1,"000000000200075756","000000000200309650"
"000000012505349908",1,"000000000200074773","000000000200303852"
"000000015006464747",1,"000000000200074798","000000000200303946"
"000000015006464747",1,"000000000200074790","000000000200303910"
"000000015006464752",1,"000000000200074895","000000000200304378"
"000000015014312781",1,"000000000200075707","000000000200309448"
"000000015006464752",1,"000000000200074889","000000000200304360"
"000000012505341129",1,"000000000204281831","000000012503596543"
"000000012505341109",1,"000000000200076083","000000000200311018"
"000000012505341109",1,"000000000200076081","000000000200311005"
"000000012505341109",1,"000000000200076078","000000000200310987"
"000000012505341080",1,"000000000200076052","000000000200310877"
"000000012505365692",1,"000000000204282075","000000012503601943"
"000000012505365692",1,"000000000200075970","000000000200310456"
"000000015006464932",1,"000000000200076055","000000000200310888"
"000000012505350940",1,"000000000200075965","000000000200310432"
"000000012505350940",1,"000000000200075968","000000000200310446"
"000000012505341080",1,"000000000200076047","000000000200310867"
"000000012505350834",1,"000000000200075961","000000000200310411"
"000000012505341055",1,"000000000200076041","000000000200310841"
"000000012505341109",1,"000000000200076070","000000000200310959"
"000000012505340990",1,"000000000200076142","000000000200311341"
"000000012505350834",1,"000000000200075955","000000000200310388"
"000000012505350834",1,"000000000204282032","000000012503601811"
"000000012505350925",1,"000000000200075962","000000000200310416"
"000000012505350925",1,"000000000204282051","000000012503601890"
"000000012505350810",1,"000000000200075953","000000000200310375"
"000000012505340990",1,"000000000200076141","000000000200311330"
"000000015006464833",1,"000000000200075680","000000000200309289"
"000000012505351823",1,"000000000200075674","000000000200309270"
"000000015006464833",1,"000000000200075676","000000000200309282"
"000000012505353220",1,"000000000204281897","000000012503600948"
"000000012505351454",1,"000000000200075649","000000000200309083"
"000000012505351823",1,"000000000200075672","000000000200309266"
"000000012505353220",1,"000000000204281894","000000012503600945"
"000000012505353124",1,"000000000204281894","000000012503600945"
"000000012505351903",1,"000000000200075665","000000000200309217"
"000000012505351442",1,"000000000200075648","000000000200309079"
"000000015006464801",1,"000000000200075653","000000000200309133"
"000000015006464812",1,"000000000204281893","000000012503600942"
"000000012505353220",1,"000000000204281893","000000012503600942"
"000000012505352974",1,"000000000200075663","000000000200309205"
"000000012505353092",1,"000000000200075647","000000000200309056"
"000000012505351903",1,"000000000200075668","000000000200309235"
"000000012505325854",1,"000000000200098862","000000000200413477"
"000000015022345527",1,"000000000200109144","000000000200463098"
"000000012505355225",1,"000000000200041287","000000000200180970"
"000000012505321945",1,"000000000200109183","000000000200462956"
"000000012505322002",1,"000000000200109186","000000000200462943"
"000000012505355225",1,"000000000204282967","000000012503609250"
"000000001202159752",1,"000000000204516991","000000015006496017"
"000000015006456243",1,"000000015001211293","000000015006456178"
"000000012505355225",1,"000000000200041281","000000000200180953"
"000000001202159752",1,"000000000204282967","000000012503609250"
"000000012505342135",1,"000000000200098892","000000000200413566"
"000000015006455655",1,"000000000200098890","000000000200413559"
"000000015006455664",1,"000000000204153574","000000012502110993"
"000000015022345527",1,"000000000204153568","000000012502110910"
"000000015006455664",1,"000000000204153568","000000012502110914"
"000000012505321945",1,"000000000200124958","000000000200538649"
"000000012505322347",1,"000000015003376784","000000000200538662"
"000000012505322347",1,"000000000200124955","000000015014366720"
"000000012505327948",1,"000000000200097792","000000000200409497"
"000000012505327909",1,"000000000200097787","000000000200409486"
"000000012505321945",1,"000000000200107722","000000000200455786"
"000000012505327909",1,"000000000200097790","000000000200409493"
"000000012505327894",1,"000000000200097784","000000000200409474"
"000000012505327894",1,"000000000200097785","000000000200409478"
"000000012505331119",1,"000000000200007513","000000000200042456"
"000000012505331101",1,"000000000200007539","000000000200042494"
"000000012505325893-2",1,"000000000200098867","000000000200413494"
"000000012505325449",1,"000000000200098900","000000000200413595"
"000000015006455682",1,"000000000200098899","000000000200413590"
"000000015006455682",1,"000000000200098894","000000000200413576"
"000000012505342164",1,"000000000200098888","000000000200413553"
"000000012505325449",1,"000000000204282118","000000012503602166"
"000000012505325486",1,"000000000200098901","000000000200413603"
"000000015006455682",1,"000000000200098897","000000000200413582"
"000000012505331224",1,"000000000200007291","000000000200042052"
"000000012505331198",1,"000000000200007394","000000000200042257"
"000000012505331198",1,"000000015001426963","000000015007590422"
"000000015006456243",1,"000000000200109195","000000000200462831"
"000000012505326424",1,"000000000204282923","000000012503608888"
"000000012505355440",1,"000000000200041384","000000000200181327"
"000000012505355225",1,"000000000200041346","000000000200181188"
"000000012505355459-1",1,"000000000204282975","000000012503609299"
"000000012505355459-1",1,"000000000204282976","000000012503609303"
"000000015006456243",1,"000000000200041346","000000000200181188"
"000000012505355440",1,"000000000204282972","000000012503609294"
"000000012505355367",1,"000000000200041446","000000000200181537"
"000000012505355225",1,"000000000204282969","000000012503609287"
"000000015020127036",1,"000000000200041492","000000000200181703"
"000000012505355253",1,"000000000204282969","000000012503609287"
"000000012505355323",1,"000000000200041492","000000000200181703"
"000000015006456243",1,"000000000200109194","000000000200462833"
"000000012505355253",1,"000000000200041350","000000000200181203"
"000000012505355409",1,"000000000200041517","000000000200181874"
"000000012505355367",1,"000000000200041481","000000000200181683"
"000000012505355389",1,"000000000200041481","000000000200181683"
"000000012505355389",1,"000000000200041446","000000000200181537"
"000000012505355450",1,"000000000200041533","000000000200181952"
"000000012505355450",1,"000000000204282966","000000012503609196"
"000000012505355468",1,"000000000204282963","000000012503609178"
"000000012505355468",1,"000000000200041534","000000000200181958"
"000000012505355270",1,"000000000200041499","000000000200181781"
"000000012505355284",1,"000000000200041505","000000000200181805"
"000000012505327979",1,"000000000200096560","000000000200402280"
"000000012505338188",1,"000000000200096559","000000000200402276"
"000000012505328023",1,"000000000200096566","000000000200402317"
