"cable_id","segment_number","route_id","duct_id"
"3NES-68-01-SDS-0732",1,"000000015001367588","000000015007294041"
"3NES-68-01-SDS-0732",1,"000000000200084782","000000000200350400"
"3NES-68-01-SDS-1193",1,"000000000200097794","000000000200409500"
"3NES-68-01-SDS-1193",1,"000000000200097796","000000000200409508"
"3NES-68-01-SDS-1193",1,"000000000200099781","000000000200417205"
"3NES-68-01-SDS-1195",1,"000000000200097794","000000000200409500"
"3NES-68-01-SDS-1195",1,"000000000200097796","000000000200409508"
"3NES-68-01-SDS-1195",1,"000000015004130487","000000015017343456"
"3NES-68-01-SDS-0659",1,"000000000200075809","000000000200309790"
"3NES-68-01-SDS-0659",1,"000000000200075810","000000000200309792"
"3NES-68-01-SDS-0659",1,"000000000200075812","000000000200309796"
"3NES-68-01-SDS-0661",1,"000000000200075809","000000000200309790"
"3NES-68-01-SDS-0661",1,"000000000200075810","000000000200309792"
"3NES-68-01-SDS-0661",1,"000000000200075814","000000000200309803"
"3NES-68-01-SDS-1111",1,"000000000200042806","000000000200187829"
"3NES-68-01-SDS-1111",1,"000000000200042800","000000000200187815"
"3NES-68-01-SDS-1111",1,"000000000200042819","000000000200187872"
"3NES-68-01-SDS-0971",1,"000000000204282912","000000012503608692"
"3NES-68-01-SDS-0971",1,"000000000200036426","000000000200160372"
"3NES-68-01-SDS-1069",1,"000000000200041634","000000000200182390"
"3NES-68-01-SDS-1069",1,"000000000200041635","000000000200182398"
"3NES-68-01-SDS-0163",1,"000000000200017611","000000000200071983"
"3NES-68-01-SDS-0163",1,"000000000200017614","000000000200071992"
"3NES-68-01-SDS-0163",1,"000000000200017616","000000000200071997"
"3NES-68-01-SDS-0014",1,"000000000200107426","000000000200455554"
"3NES-68-01-SDS-0014",1,"000000000200021702","000000000200083668"
"3NES-68-01-SDS-0014",1,"000000000200021707","000000000200083673"
"3NES-68-01-SDS-0262",1,"000000000200090121","000000000200372469"
"3NES-68-01-SDS-0262",1,"000000004203963435","000000004223859947"
"3NES-68-01-SDS-0262",1,"000000004203963460","000000004223860042"
"3NES-68-01-SDS-0264",1,"000000000200090121","000000000200372469"
"3NES-68-01-SDS-0264",1,"000000004203963435","000000004223859947"
"3NES-68-01-SDS-0264",1,"000000004203963443","000000004223859996"
"3NES-68-01-SDS-0753",1,"000000000204282730","000000012503606895"
"3NES-68-01-SDS-0753",1,"000000000200088430","000000000200364368"
"3NES-68-01-SDS-0470",1,"000000000200098788","000000000200413132"
"3NES-68-01-SDS-0476",1,"000000000200098782","000000000200413120"
"3NES-68-01-SDS-0479",1,"000000000200098780","000000000200413112"
"3NES-68-01-SDS-0493",1,"000000000200098782","000000000200413120"
"3NES-68-01-SDS-0494",1,"000000000200098782","000000000200413120"
"3NES-68-01-SDS-0495",1,"000000000200098782","000000000200413120"
"3NES-68-01-SDS-0496",1,"000000000200098782","000000000200413120"
"3NES-68-01-SDS-0612",1,"000000000200007105","000000000200041294"
"3NES-68-01-SDS-0620",1,"3NES-68-01-TRE-048","3NES-68-01-DCT-048"
"3NES-68-01-SDS-0391",1,"000000000200010421","000000000200051789"
"3NES-68-01-SDS-0393",1,"000000000200010421","000000000200051789"
"3NES-68-01-SDS-0385",1,"000000000200010448","000000000200051859"
"3NES-68-01-SDS-0341",1,"000000000200010402","000000000200051740"
"3NES-68-01-SDS-0340",1,"000000000200010386","000000000200051714"
"3NES-68-01-SDS-0344",1,"000000000200010405","000000000200051749"
"3NES-68-01-SDS-0609",1,"000000000200007106","000000000200041302"
"3NES-68-01-SDS-0486",1,"000000000200098778","000000000200413099"
"3NES-68-01-SDS-0350",1,"000000000200010405","000000000200051749"
"3NES-68-01-SDS-0354",1,"000000000200010402","000000000200051740"
"3NES-68-01-SDS-0355",1,"000000000200010386","000000000200051714"
"3NES-68-01-SDS-0302",1,"000000000200088498","000000000200364898"
"3NES-68-01-SDS-0305",1,"000000000200088498","000000000200364898"
"3NES-68-01-SDS-0298",1,"000000000200088496","000000000200364891"
"3NES-68-01-SDS-0403",1,"000000000200010456","000000000200051886"
"3NES-68-01-SDS-0406",1,"000000000200010461","000000000200051909"
"3NES-68-01-SDS-0359",1,"000000000200010380","000000000200051706"
"3NES-68-01-SDS-0847",1,"000000000200074399","000000000200301904"
"3NES-68-01-SDS-0326",1,"000000000200088504","000000000200364918"
"3NES-68-01-SDS-0826",1,"000000000200075953","000000000200310375"
"3NES-68-01-SDS-0331",1,"000000000200088504","000000000200364918"
"3NES-68-01-SDS-0958",1,"000000000200038260","000000000200167979"
"3NES-68-01-SDS-0953",1,"000000000200038256","000000000200167960"
"3NES-68-01-SDS-0947",1,"000000000200036415","000000000200160319"
"3NES-68-01-SDS-0981",1,"000000000200038256","000000000200167960"
"3NES-68-01-SDS-0965",1,"000000000200038260","000000000200167979"
"3NES-68-01-SDS-1065",1,"000000000200040778","000000000200179375"
"3NES-68-01-SDS-0976",1,"000000000200038261","000000000200167986"
"3NES-68-01-SDS-0974",1,"000000000200038262","000000000200167991"
"3NES-68-01-SDS-0932",1,"000000000200036396","000000000200160235"
"3NES-68-01-SDS-0987",1,"3NES-68-01-TRE-049","3NES-68-01-DCT-049"
"3NES-68-01-SDS-0989",1,"3NES-68-01-TRE-049","3NES-68-01-DCT-049"
"3NES-68-01-SDS-0945",1,"000000000200036402","000000000200160265"
"3NES-68-01-SDS-0058",1,"000000000200095717","000000000200398712"
"3NES-68-01-SDS-0059",1,"000000000200095717","000000000200398712"
"3NES-68-01-SDS-0038",1,"000000000200095704","000000000200398681"
"3NES-68-01-SDS-1165",1,"000000000200096515","000000000200402065"
"3NES-68-01-SDS-1179",1,"000000000200096501","000000000200402025"
"3NES-68-01-SDS-0202",1,"000000000200018654","000000000200075012"
"3NES-68-01-SDS-0203",1,"000000000200018654","000000000200075012"
"3NES-68-01-SDS-0217",1,"000000000200018656","000000000200075019"
"3NES-68-01-SDS-0205",1,"000000000200018654","000000000200075012"
"3NES-68-01-SDS-0747",1,"000000000200088424","000000000200364340"
"3NES-68-01-SDS-0761",1,"000000000200022489","000000000200086566"
"3NES-68-01-SDS-0608",1,"000000000200007106","000000000200041302"
"3NES-68-01-SDS-0407",1,"000000000200010461","000000000200051909"
"3NES-68-01-SDS-0879",1,"000000015006338903","000000015044348072"
"3NES-68-01-SDS-0973",1,"000000000200038262","000000000200167991"
"3NES-68-01-SDS-0934",1,"000000000200036396","000000000200160235"
"3NES-68-01-SDS-0935",1,"000000000200036396","000000000200160235"
"3NES-68-01-SDS-0214",1,"000000015006338881","000000015044348007"
"3NES-68-01-SDS-1167",1,"000000000200096501","000000000200402025"
"3NES-68-01-SDS-0197",1,"000000000200018656","000000000200075019"
"3NES-68-01-SDS-1069",1,"000000000200040833","000000000200179566"
"3NES-68-01-SDS-1263",1,"3NES-68-01-TRE-043","3NES-68-01-DCT-043"
"3NES-68-01-SDS-1264",1,"3NES-68-01-TRE-043","3NES-68-01-DCT-043"
"3NES-68-01-HDL-0305",1,"000000015005870639","000000015036953958"
"3NES-68-01-HDL-0171",1,"000000000200017579","000000000200071909"
"3NES-68-01-HDL-0217",1,"000000000200022819","000000000200087704"
"3NES-68-01-HDL-0173",1,"000000000200076142","000000000200311341"
"3NES-68-01-HDL-0166",1,"000000015004532935","000000015019362654"
"3NES-68-01-HDL-0325",1,"000000000200041287","000000000200180970"
"3NES-68-01-SDS-1265",1,"000000000200013064","000000000200059078"
"3NES-68-01-SDS-1265",1,"000000000200013210","000000000200059425"
"3NES-68-01-HDL-0330",1,"000000000200084821","000000000200350607"
"3NES-68-01-HDL-0332",1,"000000015000259159","000000015001326218"
"3NES-68-01-HDL-0337",1,"3NES-68-01-TRE-044","3NES-68-01-DCT-044"
"3NES-68-01-HDL-0337",1,"000000000200107450","000000000200455407"
"3NES-68-01-HDL-0345",1,"000000000200077589","000000000200319519"
"3NES-68-01-HDL-0346",1,"000000000200075961","000000000200310411"
"3NES-68-01-HDL-0346",1,"000000000200075958","000000000200310396"
"3NES-68-01-HDL-0346",1,"000000000200075955","000000000200310388"
"3NES-68-01-HDL-0343",1,"000000000200076029","000000000200310750"
"3NES-68-01-HDL-0348",1,"000000000200022810","000000000200087583"
"3NES-68-01-HDL-0348",1,"000000001202229602","000000001203217406"
"3NES-68-01-HDL-0348",1,"000000015005782481","000000015036359694"
"3NES-68-01-HDL-0348",1,"000000000200022815","000000000200087685"
"3NES-68-01-HDL-0349",1,"000000000200022815","000000000200087685"
"3NES-68-01-HDL-0349",1,"000000015005782481","000000015036359694"
"3NES-68-01-SDS-0740",1,"3NES-68-01-TRE-045","3NES-68-01-DCT-045"
"3NES-68-01-SDS-0741",1,"3NES-68-01-TRE-045","3NES-68-01-DCT-045"
"3NES-68-01-HDL-0350",1,"3NES-68-01-TRE-015","3NES-68-01-DCT-015"
"3NES-68-01-SDS-0215",1,"000000015002347246",""
"3NES-68-01-SDS-0206",1,"000000015002357334",""
"3NES-68-01-SDS-0201",1,"000000015002357333",""
"3NES-68-01-SDS-1166",1,"000000015002494025",""
"3NES-68-01-SDS-0844",1,"000000015004962778",""
"3NES-68-01-SDS-0959",1,"000000015004987016",""
"3NES-68-01-SDS-0961",1,"000000015005219978",""
"3NES-68-01-SDS-0398",1,"000000015004053958",""
"3NES-68-01-SDS-1261",1,"000000015002712063",""
"3NES-68-01-SDS-1262",1,"000000015002712094",""
"3NES-68-01-SDS-0418",1,"000000015002712248",""
"3NES-68-01-SDS-0616",1,"000000015003209708",""
"3NES-68-01-SDS-0617",1,"000000015003209706",""
"3NES-68-01-SDS-0619",1,"000000015003209705",""
"3NES-68-01-SDS-0615",1,"000000015003209717",""
"3NES-68-01-SDS-0382",1,"000000015002715133",""
"3NES-68-01-SDS-0384",1,"000000015002715173",""
"3NES-68-01-SDS-0380",1,"000000015002375392",""
"3NES-68-01-SDS-0356",1,"000000015005105283",""
"3NES-68-01-SDS-0335",1,"000000015003733588",""
"3NES-68-01-SDS-0220",1,"000000015002352870",""
"3NES-68-01-SDS-0190",1,"000000015002273220",""
"3NES-68-01-SDS-0194",1,"000000015002273218",""
"3NES-68-01-SDS-0630",1,"000000015002758986",""
"3NES-68-01-SDS-1088",1,"000000015002500455",""
"3NES-68-01-SDS-0635",1,"000000015002708977",""
"3NES-68-01-SDS-0399",1,"000000015002375384",""
"3NES-68-01-SDS-0401",1,"000000015002375382",""
"3NES-68-01-SDS-0984",1,"000000015002758402",""
"3NES-68-01-SDS-0979",1,"000000015004864150",""
"3NES-68-01-SDS-1068",1,"000000015004733657",""
"3NES-68-01-SDS-0938",1,"000000015004442043",""
"3NES-68-01-SDS-0988",1,"000000015004817079",""
"3NES-68-01-SDS-0942",1,"000000015004131303",""
"3NES-68-01-SDS-0944",1,"000000015004783221",""
"3NES-68-01-SDS-1104",1,"000000015002499821",""
"3NES-68-01-SDS-1164",1,"000000015002500610",""
"3NES-68-01-SDS-1105",1,"000000015002499819",""
"3NES-68-01-SDS-1178",1,"000000015002494027",""
"3NES-68-01-SDS-0054",1,"000000015004053929",""
"3NES-68-01-SDS-0053",1,"000000015004855380",""
"3NES-68-01-SDS-0046",1,"000000015005147981",""
"3NES-68-01-SDS-0971",1,"000000015002757404",""
"3NES-68-01-SDS-1069",1,"000000015002758757",""
"3NES-68-01-SDS-0753",1,"000000015002802251",""
"3NES-68-01-SDS-0470",1,"000000015002711786",""
"3NES-68-01-SDS-0476",1,"000000015002711482",""
"3NES-68-01-SDS-0479",1,"000000015002709854",""
"3NES-68-01-SDS-0493",1,"000000015002709988",""
"3NES-68-01-SDS-0494",1,"000000015002710023",""
"3NES-68-01-SDS-0495",1,"000000015002711413",""
"3NES-68-01-SDS-0496",1,"000000015002710276",""
"3NES-68-01-SDS-0341",1,"000000015002715092",""
"3NES-68-01-SDS-0486",1,"000000015002709531",""
"3NES-68-01-SDS-0305",1,"000000015003002796",""
"3NES-68-01-SDS-0406",1,"000000015002380256",""
"3NES-68-01-SDS-0958",1,"000000015003764107",""
"3NES-68-01-SDS-0202",1,"000000015002526353",""
"3NES-68-01-SDS-0203",1,"000000015002357332",""
"3NES-68-01-SDS-0217",1,"000000015002347024",""
"3NES-68-01-SDS-0205",1,"000000015002526405",""
"3NES-68-01-SDS-0761",1,"000000015003620813",""
"000000000200111880",1,"000000000200007095","000000000200041238"
"000000000200116860",1,"000000000200007105","000000000200041294"
"000000000200116844",1,"000000000200007105","000000000200041294"
"000000000200116915",1,"000000000200007106","000000000200041302"
"000000000200116891",1,"000000000200007106","000000000200041302"
"000000000200117044",1,"000000000200007166","000000000200041745"
"000000000200111685",1,"000000000200007199","000000000200041844"
"000000000200116894",1,"000000000200007202","000000000200041851"
"000000000200111470",1,"000000000200007218","000000000200041891"
"000000000200112210",1,"000000000200007291","000000000200042052"
"000000000200112103",1,"000000000200007291","000000000200042052"
"000000001204195336",1,"000000000200007367","000000000200042205"
"000000000200112101",1,"000000000200007367","000000000200042205"
"000000001204195336",1,"000000000200007387","000000000200042245"
"000000000200112101",1,"000000000200007387","000000000200042245"
"000000000200112532",1,"000000000200007394","000000000200042257"
"000000015034007236",1,"000000000200007394","000000000200042257"
"000000000200111467",1,"000000000200007394","000000000200042257"
"000000000200112945",1,"000000000200007469","000000000200042376"
"000000000200112947",1,"000000000200007469","000000000200042376"
"000000015017069501",1,"000000000200007469","000000000200042376"
"000000000200112838",1,"000000000200007469","000000000200042376"
"000000001204195347",1,"000000000200007513","000000000200042456"
"000000000200112838",1,"000000000200007513","000000000200042456"
"000000000200111058",1,"000000000200007539","000000000200042494"
"000000000200111467",1,"000000000200007539","000000000200042494"
"000000000200112375",1,"000000000200007539","000000000200042494"
"000000000200112457",1,"000000000200007539","000000000200042494"
"000000000200112493",1,"000000000200007539","000000000200042494"
"000000015007590499",1,"000000000200007539","000000000200042494"
"000000000200111046",1,"000000000200007539","000000000200042494"
"000000015013560101",1,"000000000200009867","000000000200050124"
"000000000200111975",1,"000000000200009867","000000000200050124"
"000000015009396734",1,"000000000200009926","000000000200050282"
"000000000200111975",1,"000000000200009947","000000000200050345"
"000000015036954693",1,"000000000200009967","000000000200050442"
"000000015017069501",1,"000000000200009979","000000000200050524"
"000000000200112947",1,"000000000200009979","000000000200050524"
"000000000200112375",1,"000000000200009982","000000000200050532"
"000000000200121514",1,"000000000200010380","000000000200051706"
"000000000200121505",1,"000000000200010380","000000000200051706"
"000000000200121525",1,"000000000200010386","000000000200051714"
"000000015039845818",1,"000000000200010386","000000000200051714"
"000000000200121514",1,"000000000200010386","000000000200051714"
"000000000200121530",1,"000000000200010402","000000000200051740"
"000000000200121525",1,"000000000200010402","000000000200051740"
"000000001202637550",1,"000000000200010405","000000000200051749"
"000000000200127857",1,"000000000200010405","000000000200051749"
"000000000200127858",1,"000000000200010409","000000000200051760"
"000000000200118926",1,"000000000200010421","000000000200051789"
"000000000200118907",1,"000000000200010421","000000000200051789"
"000000000200118907",1,"000000000200010448","000000000200051859"
"000000000200121140",1,"000000000200010448","000000000200051859"
"000000000200118895",1,"000000000200010448","000000000200051859"
"000000000200118895",1,"000000000200010452","000000000200051872"
"000000000200121138",1,"000000000200010452","000000000200051872"
"000000000200121140",1,"000000000200010452","000000000200051872"
"000000000200118885",1,"000000000200010452","000000000200051872"
"000000000200118885",1,"000000000200010456","000000000200051886"
"000000000200118991",1,"000000000200010456","000000000200051886"
"000000000200121138",1,"000000000200010456","000000000200051886"
"000000000200118868",1,"000000000200010456","000000000200051886"
"000000000200118973",1,"000000000200010461","000000000200051909"
"000000000200118991",1,"000000000200010461","000000000200051909"
"000000000200118868",1,"000000000200010461","000000000200051909"
"000000000200118926",1,"000000000200010695","000000000200052575"
"000000000200121607",1,"000000000200013014","000000000200058891"
"000000000200121621",1,"000000000200013014","000000000200058891"
"000000000200118822",1,"000000000200013014","000000000200058891"
"000000000200118822",1,"000000000200013018","000000000200058894"
"000000000200118822",1,"000000000200013020","000000000200058911"
"000000000200118822",1,"000000000200013033","000000000200058968"
"000000015034934856",1,"000000000200013039","000000000200058988"
"000000000200118822",1,"000000000200013039","000000000200058988"
"000000000200127304",1,"000000000200013051","000000000200059030"
"000000015034935017",1,"000000000200013051","000000000200059030"
"000000000200126323",1,"000000000200013051","000000000200059030"
"000000015034935017",1,"000000000200013056","000000000200059057"
"000000000200127304",1,"000000000200013056","000000000200059057"
"000000000200127305",1,"000000000200013061","000000000200059067"
"000000000200127322",1,"000000000200013061","000000000200059067"
"000000012502053041",1,"000000000200013061","000000000200059067"
"000000015034935017",1,"000000000200013061","000000000200059067"
"000000000200127303",1,"000000000200013061","000000000200059067"
"000000000200127303",1,"000000000200013064","000000000200059078"
"000000015034935017",1,"000000000200013064","000000000200059078"
"000000000200121424",1,"000000000200013064","000000000200059078"
"000000000200125968",1,"000000000200013129","000000000200059250"
"000000000200127291",1,"000000000200013210","000000000200059425"
"000000000200127283",1,"000000000200013210","000000000200059425"
"000000000200127322",1,"000000000200013225","000000000200059461"
"000000000200127354",1,"000000000200013227","000000000200059465"
"000000000200127354",1,"000000000200013230","000000000200059471"
"000000000200126540",1,"000000000200013232","000000000200059491"
"000000000200126540",1,"000000000200013246","000000000200059554"
"000000000200118973",1,"000000000200013250","000000000200059569"
"000000000200118991",1,"000000000200013252","000000000200059573"
"000000000200118868",1,"000000000200013252","000000000200059573"
"000000000200121138",1,"000000000200013256","000000000200059584"
"000000000200118885",1,"000000000200013256","000000000200059584"
"000000000200121140",1,"000000000200013265","000000000200059602"
"000000000200118895",1,"000000000200013265","000000000200059602"
"000000000200118907",1,"000000000200013272","000000000200059619"
"000000000200118926",1,"000000000200013278","000000000200059632"
"000000015034934855",1,"000000000200013293","000000000200059670"
"000000015034934856",1,"000000000200013294","000000000200059674"
"000000000200121621",1,"000000000200013296","000000000200059683"
"000000000200121607",1,"000000000200013296","000000000200059683"
"000000000200121607",1,"000000000200013297","000000000200059687"
"000000000200121621",1,"000000000200013299","000000000200059693"
"000000000200118722",1,"000000000200013300","000000000200059696"
"000000000200118762",1,"000000000200013300","000000000200059696"
"000000000200118717",1,"000000000200013300","000000000200059696"
"000000000200121505",1,"000000000200013306","000000000200059724"
"000000000200121514",1,"000000000200013307","000000000200059730"
"000000000200121525",1,"000000000200013320","000000000200059783"
"000000001202637585",1,"000000000200013321","000000000200059795"
"000000001202637556",1,"000000000200013324","000000000200059801"
"000000000200127872",1,"000000000200013363","000000000200059890"
"000000000200127864",1,"000000000200013363","000000000200059890"
"000000015013902045",1,"000000000200013366","000000000200059903"
"000000000200127897",1,"000000000200013375","000000000200059932"
"000000000200127889",1,"000000000200013375","000000000200059932"
"000000000200127864",1,"000000000200013405","000000000200060077"
"000000000200127864",1,"000000000200013407","000000000200060092"
"000000000200118775",1,"000000000200013434","000000000200060241"
"000000000200133457",1,"000000000200014085","000000000200062248"
"000000001204610845",1,"000000000200014085","000000000200062248"
"000000000200133449",1,"000000000200014085","000000000200062248"
"000000000200134253",1,"000000000200014090","000000000200062281"
"000000001204610845",1,"000000000200014090","000000000200062281"
"000000000200133631",1,"000000000200014090","000000000200062281"
"000000000200134577",1,"000000000200014152","000000000200062400"
"000000001202979177",1,"000000000200014161","000000000200062420"
"000000001202979179",1,"000000000200014161","000000000200062420"
"000000000200134577",1,"000000000200014161","000000000200062420"
"000000000200134619",1,"000000000200014164","000000000200062437"
"000000000200134623",1,"000000000200014186","000000000200062487"
"000000015016619013",1,"000000000200014186","000000000200062487"
"000000000200134619",1,"000000000200014186","000000000200062487"
"000000000200139812",1,"000000000200014192","000000000200062499"
"000000000200134692",1,"000000000200014192","000000000200062499"
"000000001204610846",1,"000000000200014290","000000000200062736"
"000000000200134159",1,"000000000200014306","000000000200062780"
"000000000200141547",1,"000000000200014306","000000000200062780"
"000000000200141933",1,"000000000200014306","000000000200062780"
"000000000212240741",1,"000000000200014306","000000000200062780"
"000000000200134081",1,"000000000200014306","000000000200062780"
"000000000200141547",1,"000000000200014354","000000000200062883"
"000000000212240741",1,"000000000200014354","000000000200062883"
"000000000200134159",1,"000000000200014354","000000000200062883"
"000000000212240804",1,"000000000200014357","000000000200062885"
"000000000200141548",1,"000000000200014357","000000000200062885"
"000000000200134188",1,"000000000200014419","000000000200063104"
"000000000200139812",1,"000000000200016955","000000000200070274"
"000000000200134692",1,"000000000200016956","000000000200070296"
"000000000200134638",1,"000000000200016957","000000000200070300"
"000000000200134635",1,"000000000200016957","000000000200070300"
"000000000200134635",1,"000000000200016958","000000000200070307"
"000000000200134638",1,"000000000200016959","000000000200070310"
"000000000200134617",1,"000000000200016964","000000000200070341"
"000000001202979179",1,"000000000200016970","000000000200070366"
"000000001202979177",1,"000000000200016970","000000000200070366"
"000000001202979177",1,"000000000200016973","000000000200070383"
"000000000200134623",1,"000000000200016990","000000000200070452"
"000000000200134081",1,"000000000200017038","000000000200070606"
"000000015016216740",1,"000000000200017043","000000000200070622"
"000000001202978340",1,"000000000200017043","000000000200070622"
"000000000200134159",1,"000000000200017085","000000000200070784"
"000000000212240804",1,"000000000200017118","000000000200070887"
"000000000212240741",1,"000000000200017118","000000000200070887"
"000000000200134938",1,"000000000200017139","000000000200070948"
"000000000212241391",1,"000000000200017153","000000000200070963"
"000000000200134901",1,"000000000200017157","000000000200070976"
"000000000200134819",1,"000000000200017189","000000000200071061"
"000000000200134208",1,"000000000200017190","000000000200071063"
"000000000200134208",1,"000000000200017230","000000000200071167"
"000000000200134253",1,"000000000200017250","000000000200071220"
"000000000200134343",1,"000000000200017256","000000000200071236"
"000000000200134347",1,"000000000200017256","000000000200071236"
"000000000200134342",1,"000000000200017256","000000000200071236"
"000000000200134369",1,"000000000200017263","000000000200071254"
"000000000200134372",1,"000000000200017263","000000000200071254"
"000000000200134374",1,"000000000200017263","000000000200071254"
"000000000200134344",1,"000000000200017263","000000000200071254"
"000000000200134374",1,"000000000200017267","000000000200071265"
"000000015036815366",1,"000000000200017267","000000000200071265"
"000000000200134372",1,"000000000200017267","000000000200071265"
"000000000200134347",1,"000000000200017281","000000000200071296"
"000000000200134342",1,"000000000200017281","000000000200071296"
"000000000200134347",1,"000000000200017284","000000000200071301"
"000000000200134342",1,"000000000200017290","000000000200071311"
"000000000200134361",1,"000000000200017312","000000000200071364"
"000000000200134396",1,"000000000200017350","000000000200071446"
"000000000200134395",1,"000000000200017408","000000000200071568"
"000000000200134395",1,"000000000200017415","000000000200071583"
"000000000200134394",1,"000000000200017415","000000000200071583"
"000000000200134369",1,"000000000200017436","000000000200071621"
"000000000200134374",1,"000000000200017440","000000000200071642"
"000000000200134372",1,"000000000200017440","000000000200071642"
"000000000200134372",1,"000000000200017451","000000000200071654"
"000000000200134374",1,"000000000200017457","000000000200071664"
"000000015036815366",1,"000000000200017474","000000000200071707"
"000000001204755770",1,"000000000200017497","000000000200071749"
"000000015036815376",1,"000000000200017497","000000000200071749"
"000000001204674913",1,"000000000200017497","000000000200071749"
"000000000200141288",1,"000000000200017545","000000000200071849"
"000000000200133542",1,"000000000200017569","000000000200071889"
"000000001204674914",1,"000000000200017579","000000000200071909"
"000000001202979372",1,"000000000200017603","000000000200071957"
"000000001202979377",1,"000000000200017603","000000000200071957"
"000000000200133584",1,"000000000200017603","000000000200071957"
"000000001202979372",1,"000000000200017606","000000000200071967"
"000000001202979377",1,"000000000200017606","000000000200071967"
"000000000200133584",1,"000000000200017606","000000000200071967"
"000000001202979377",1,"000000000200017611","000000000200071983"
"000000001202979372",1,"000000000200017611","000000000200071983"
"000000000200134519",1,"000000000200017614","000000000200071992"
"000000000200134512",1,"000000000200017614","000000000200071992"
"000000000200134512",1,"000000000200017616","000000000200071997"
"000000000200134519",1,"000000000200017620","000000000200071999"
"000000000200133584",1,"000000000200017627","000000000200072018"
"000000001204755770",1,"000000000200017657","000000000200072090"
"000000000200135321",1,"000000000200017666","000000000200072117"
"000000000200135320",1,"000000000200017677","000000000200072129"
"000000000200135332",1,"000000000200017678","000000000200072139"
"000000000200135344",1,"000000000200017678","000000000200072139"
"000000001202979856",1,"000000000200017678","000000000200072139"
"000000000200135322",1,"000000000200017678","000000000200072139"
"000000000200135344",1,"000000000200017688","000000000200072154"
"000000001202979820",1,"000000000200017699","000000000200072175"
"000000001202979856",1,"000000000200017699","000000000200072175"
"000000000200135322",1,"000000000200017699","000000000200072175"
"000000000200135384",1,"000000000200017706","000000000200072183"
"000000000200135384",1,"000000000200017708","000000000200072187"
"000000000200135322",1,"000000000200017708","000000000200072187"
"000000000200135408",1,"000000000200017720","000000000200072233"
"000000000200135392",1,"000000000200017720","000000000200072233"
"000000000200135392",1,"000000000200017723","000000000200072243"
"000000000200135408",1,"000000000200017727","000000000200072259"
"000000000200135417",1,"000000000200017731","000000000200072279"
"000000000200135427",1,"000000000200017731","000000000200072279"
"000000000200134236",1,"000000000200017731","000000000200072279"
"000000015004899651",1,"000000000200017764","000000000200072384"
"000000015004899655",1,"000000000200017764","000000000200072384"
"000000000200134236",1,"000000000200017764","000000000200072384"
"000000000200135427",1,"000000000200017773","000000000200072398"
"000000000200135417",1,"000000000200017776","000000000200072403"
"000000000200135478",1,"000000000200017793","000000000200072470"
"000000001202979787",1,"000000000200017793","000000000200072470"
"000000015009411155",1,"000000000200017793","000000000200072470"
"000000000200135475",1,"000000000200017793","000000000200072470"
"000000000200135458",1,"000000000200017805","000000000200072508"
"000000000200135458",1,"000000000200017808","000000000200072518"
"000000001202979796",1,"000000000200017815","000000000200072535"
"000000001202979787",1,"000000000200017815","000000000200072535"
"000000000200135478",1,"000000000200017833","000000000200072614"
"000000000200135478",1,"000000000200017843","000000000200072631"
"000000015008469269",1,"000000000200018503","000000000200074613"
"000000000200148703",1,"000000000200018507","000000000200074621"
"000000000200148729",1,"000000000200018517","000000000200074661"
"000000000200148729",1,"000000000200018531","000000000200074719"
"000000001202667070",1,"000000000200018531","000000000200074719"
"000000015008469301",1,"000000000200018531","000000000200074719"
"000000015011263316",1,"000000000200018531","000000000200074719"
"000000015011532810",1,"000000000200018531","000000000200074719"
"000000000200148703",1,"000000000200018531","000000000200074719"
"000000001202667070",1,"000000000200018553","000000000200074790"
"000000015008469301",1,"000000000200018553","000000000200074790"
"000000015011532810",1,"000000000200018553","000000000200074790"
"000000000200148729",1,"000000000200018553","000000000200074790"
"000000001202667070",1,"000000000200018555","000000000200074796"
"000000015008469269",1,"000000000200018555","000000000200074796"
"000000015011532810",1,"000000000200018555","000000000200074796"
"000000000200148729",1,"000000000200018555","000000000200074796"
"000000000200148729",1,"000000000200018558","000000000200074804"
"000000000200150855",1,"000000000200018654","000000000200075012"
"000000000200148698",1,"000000000200018654","000000000200075012"
"000000000200150854",1,"000000000200018656","000000000200075019"
"000000000200149058",1,"000000000200018656","000000000200075019"
"000000000200149057",1,"000000000200018659","000000000200075028"
"000000000200148671",1,"000000000200018659","000000000200075028"
"000000000200148943",1,"000000000200018758","000000000200075291"
"000000001202667058",1,"000000000200018758","000000000200075291"
"000000000200148671",1,"000000000200018758","000000000200075291"
"000000000200148698",1,"000000000200018769","000000000200075319"
"000000015034117116",1,"000000000200018772","000000000200075332"
"000000000200150854",1,"000000000200018772","000000000200075332"
"000000000200149057",1,"000000000200018795","000000000200075394"
"000000000200148671",1,"000000000200018801","000000000200075405"
"000000000200148943",1,"000000000200018807","000000000200075420"
"000000000200148744",1,"000000000200018807","000000000200075420"
"000000000200148744",1,"000000000200018832","000000000200075482"
"000000000200148744",1,"000000000200018841","000000000200075528"
"000000000200546080",1,"000000000200018946","000000000200075825"
"000000000200546129",1,"000000000200018946","000000000200075825"
"000000000200148744",1,"000000000200018946","000000000200075825"
"000000000200151391",1,"000000000200018989","000000000200075919"
"000000000200151377",1,"000000000200018989","000000000200075919"
"000000000200151376",1,"000000000200019035","000000000200076038"
"000000000200151390",1,"000000000200019035","000000000200076038"
